class,text
pos,"fantastic work,war,peace,love,hate,darkest coldplay album and the most experimental album since parachute.I would argue this is Coldplay's finest album aside from Rush of blood to the head. A much more relaxed, soothing vibe that is sharply contrasted from their other albums. Feels like they aren't trying to stand out with any of their songs but just create great sounding music."
pos,"This album is amazing! It's pretty much the epitome of variety. Also the songs aren't ""typical Coldplay"" They're all really different than previous albums yet they still retain the feel of Coldplay songs that we know and love. It's a must buy!"
pos,"Everyone gives so much praise to A Rush of Blood to the Head, but in my opinion it's only second best when compared the other albums of Coldplay. Viva la Vida has more great songs and the entire theme is more in depth and complete. I don't think their is a single song on this album I don't like. Their future albums will have a pretty tough time matching the great talent shown in this one."
pos,"Wow! My favorite Coldplay album has to be between this and X&Y. This album is just fantastic. It is subtly a concept album, as it deals with life and death and the duality that exists between those two. It's just superb. It's a little brighter than previous albums but still has that Coldplay-esque vibe to it. Such a wonderful effort. I think I actually like every single song on the album, save for one or two. I wish Coldplay would have continued making gems like this, but sadly, they fell off after this, with each release progressively worse. "
pos,"I love this album, and Coldplay seriously benefitted from the production of geniuses like Brian Eno and Jon Hopkins. Every track is good in some way. Best Coldplay album."
pos,"Masterpiece. The album delivers a fantastic rock with a very satisfying Colplay'ish type of alternative. No song in this album is even average. Lyrically, Coldplay is terrific in Viva la Vida. except talking about love only they discuss War, Hatred and ... relatable yet complex. Some brilliant tunes and guitar works. The record carrys a very high quality. Songs like ""Viva la Vida"" still the best of Coldplay or ""Violet Hill"" and ""Cemeteries of London"" and all others. This remains the best of Coldplay"
neg,"Reasonable material, boring voice as always, annoying middle -sounding however sounds cool at times , strong compositions , and the contradiction sounds strong this album when ""Love yourself"" says not wanting to his old love , and ""sorry"" says he wants Selena right back , reasonable material. kinda cool to"
neg,the album also takes itself so seriously that too often it inadvertently suppresses exactly what made Bieber so appealing in the first place.
neg,"is always the same with this new generation, all that occurred, are not very many songs with good lyrics, but has a silver lining in all this is that for fans"
neg,"This is a bubble gum teen album. This is a Reflection 2.0 just made to hit and he forgot the quality. He is so focus to get the #1 thet forgot to do a good album. Forget Selena, she's movin' on and is happy now. HER ALBUM IS BETTER THAN YOU"
neg,"I did not enjoy this album. Hate to say his songs mostly sounded the same, but they did. I was expecting so much more from Bieber, I honestly think he might've been better in his My World/My World 2.0 era. The songs are too electronic for me and the hype for this album was way too much. The whole ""comeback"" story his PR made was extremely smart, considering he never actually went away, but everyone loves the comeback kid. Of course Bieber's voice is incredible though, it always has been. Giving him a 3 rating only because his vocals are insane."
neg,i think the problem here tht this albums his best the first time the focus is makin sense unlike previous he could actually produce an easy version of oxymoron or gkmc where he can talk issues his life the purpose wht fame did but its lack and the lyrics sucks jst cause a gd voice doesnt mean good shit justin work with frank hes a one of kind he is one of the best gd voice and soulful works tht touch on things so justin we need proper your best but still weak people wake up 
pos,Experimentation pays off. I wish more mainstream bands would try new things like coldplay do here. Beautiful album from start to finish. Coldplay have officially secured their spot as one of my favourite bands.
pos,This album is near perfect! An epic sonic journey with celestial music. You will be flying with every track. Superb!
pos,"I would argue this is Coldplay's finest album aside from Rush of blood to the head. A much more relaxed, soothing vibe that is sharply contrasted from their other albums. Feels like they aren't trying to stand out with any of their songs but just create great sounding music."
pos,"A very good album that I am enjoying more and more. I would probably rank Violent Hill the weakest song. A great album to listen to from start to end with some nice instrumental tracks. At the end of the day, this is a pop album that should appeal to their huge fan base."
pos,Amazing concept album.
pos,"Coldplay's best album to date sounds like a swirling mess of Brian Eno at first, but with repeated listens you can hear the greatness and you're left with easily;y the best album of the year so far...quite a masterpiece."
neg,"Go ahead, blame Wiz Khalifa. Casting about for some kind of hook delivery system to anchor Furious 7ís lugubrious elegy ìSee You Again,î the guy who once apologized for sucking alighted upon Charlie Puth, a sad-eyed lad of the Pinelands equipped with a falsetto soon to set grown men blubbering in multiplexes nationwide. Aided by a video eventually topping one billion-plus views, the tune perched stubbornly atop Billboardís Hot 100 for twelve weeks, and thus the Teflon-voiced Puth became a star. ìSee You Againî wasnít much more than a slow, sentimental ooze, but this fella clearly had pipes, and showbiz hustle dictates you introduce yourself to audiences By Any Means Necessary. Still, the newcomerís followup didnít suggest an artistic visionary ready to testify. Another duet, this time set alongside the feckless Meghan Trainor, ìMarvin Gayeî proved a low-heat ode to high-heat passion, about as edgy as a Broadway revival cast recording and featuring one of the more dubious name-verbing exercises in contemporary pop since BeyoncÈ let Hillaryís husband off the hook on the gown-all-Lewinskyíd line off ìPartition.î

But weíre getting ahead of ourselves. Because look, Charlie Puth has arrived, with his very own album ready for purchase, and heís been working on this thing like you wouldnít believe, writing some stuff, producing some stuff, even calling up Shy Carter to see if he had a little free time to swing by for a guest verse. (Shy Carter, unsurprisingly, did have a little free time to swing by for a guest verse.) And as a full-length presentation of the manís creative convictions, itís perfect, in a way ó sleek, slow, totally anodyne. Nine Track Mind is the kind of pure pap wholly appropriate for a clear-voiced Nice Guy who first carved out his artistic ambitions (letís just quote his deadpan Wikipedia bio here) writing ìintro jingles for the videos of the Vlogger family the Shaytards.î Sounds pretty dreary to me, but I suppose in our post-YouTube creative economy itís about the equivalent of being a Neil Diamond roadie.

But onto the voice! Puth lives and dies by his falsetto abilities, which are slightly endearing and employed without relief. For better or worse, that tireless slide into the upper register is his musical personality. Weíre not in Timberlake or even Bieber territory here ó limiting our musical parallels strictly to the competition Puth deserves, Nick Jonas is Stevie Wonder by comparison and the Cash Money-vetted teenster Austin Mahone is West End Records-era Peech Boys.

In fact, the historical example which might best approximate all things Puth is the long-forgotten jazz/pop footnote Johnny Pace, another sweet-eyed Jersey boy who got his shot at the big time thanks to hipster patronage (Chet Baker playing the Wiz Khalifa role), and whose sole album arrived in 1958 bearing gifts of tasteful white balladry before dropping out of sight. Donít get your hopes up, though ó Puthís got way more than one album in him. Heís no mere hack: jazz piano major, Berklee grad, knows his way around a mixing console, even professed his love for the production work on Steely Danís notoriously knotty Pretzel Logic to some L.A. Times profiler ó relatively highbrow stuff for somebody palling around with the likes of M-Train.

Still, donít expect cerebral jazz-boogie supporting esoteric rhymes. The big idea here is ballads, lots of them. Thereís oozing ballad ìLosing My Mind,î tweedling around in the same stale vein as ìSee You Again.î Thereís the ballad that halfheartedly toys with breaking into a jog, ìSome Type of Love.î Thereís vaguely retro ballad ìSuffer,î which might serve as a warning to the unwary. Plus, thereís big old ballad ìOne Call Away,î which finds Charlie inexplicably boasting how ìSupermanís got nothiní on me.î Also sorta-scary doom ballad ìDangerously,î in which our hero does battle with a nefarious minx who manages to both tie Puth to the railroad tracks and transform herself into the oncoming train (the M-line perhaps?). And there are a few other ballads, too! In fact, the most standout feature of Nine Track Mind might be its rhythmic consistency, an exercise in deceleration which will come as a relief to those Sam Smith fans distrustful of that bruise-voiced croonerís occasional excursions outside the valley of the torch song. When Selena Gomez finally swings by for her relatively upbeat duet feature (a breezy poolside whiff of coconut water entitled ìWe Donít Talk Anymoreî), the mild change in tempo risks bringing on decompression sickness.

all the inoffensive dross of Nine Track Mind ó which amounts to one thing you can do with a degree from Berklee I guess ó the vexing ìMarvin Gayeî is at least worthy of being deemed a genuine irritant; leaving most of the worst lines to M-Train, who as youíll recall has journeyed far from her ancestral Nantucket homelands to return booty to a beleaguered nation. Try as they might, two glasses of skim milk batting eyes at each other and joking about dogs looking for bones canít tarnish Mr. Sexual Healingís legacy. Still, the track remains so simpering that one canít help but wish for some kind of court-mandated restitution for Charlie and Meghanís genteel defamation of character. As the hapless Robin Thicke knows only too well, the Gaye estate retains excellent legal counsel."
neg,"there are 12 tracks on Charlie Puthís debut album Nine Track Mind, which is either three or 12 too many. But no matter; the album is a smoothly executed pitch deck of exactly what will perform on pop radio in 2016, and Puthópronounced ""Pooth,"" and the slice through his right eyebrow is from a childhood canine attack, if youíre wonderingówill do just fine. The 24-year-old Berklee College of Music graduate and former YouTube star of the acoustic-cover variety has already had three top 40 singles, all since last February: first, the demonic Meghan Trainor duet ""Marvin Gaye,"" then, the Paul Walker Memorial Beanie Baby track ""See You Again"" (featuring Wiz Khalifa), then ""One Call Away,"" an ocean of syrup that sounds exactly like ""See You Again,"" and is the first song on the LP.
Charlie Puth is extremely talented, it must be said. Thereís that Berklee degree, of course, and the fact that he wrote so many theme songs for famous vloggers before he signed to Atlantic. Puth co-wrote every song on Nine Track Mind and produced much of it solo, and the songwriting and the arrangements and the engineering are shockingly proficient, proficient to the point of insensation. Also, there is Puthís voice, a beautiful tenor/falsetto soaring out of a throat that never coughs that frog out and as such must be magical. In other words, Charlie Puth is a truly excellent product, the type of artist that inspires wildly confident emails from anyone getting a cut. ""Wrote the hook in 10 minutes,"" you can imagine his A&R tapping out on an iPhone (Puth did, he says, for ""See You Again""). ""Videoís going to be just Paul Walker clips and the Wiz verse, guaranteed smash, gonna do a billion on YouTube."" And it did.
Like the best-selling (i.e. blandest) model home in the up-and-coming suburb, Nine Track Mind is demoralizingly well-constructed as a means to an end, and itís because of Puthís considerable abilities, and not in spite of them, that the album induces such despair. It doesnít help that Nine Track Mind is all ballads except for three tracks, two of which are duets (Trainor, a sleepy Selena Gomez) that somehow still feel like ballads. Puth cannot fill this frame of sentimentality with any genuine sentiment: The albumís emotional range covers the spectrum from light longing to light infatuation, contributing to the overall sense that Nine Track Mind is aimed exclusively at hairlessness: children, prepubescents, the discomfitingly waxed.
As he showed us in ""Marvin Gaye,"" Puth lives for retro flourishes: doo-wop rhythms, sock-hop melodies, finger snaps, arpeggiated singalong piano. The album doesnít deviate much from this safe spot; when it does, it goes blander (""Up All Night"" is completely self-effacing) or, pleasantly, Ryan Tedder-er (""My Gospel"" is a nicely rumbling One Republic facsimile), or, even more pleasantly, somewhat close to Justin Timberlake territory. ""Suffer"" is a credibly lustful piece of pleading, and ""Losing My Mind"" begins with a lovely, distorted Timbaland-lite riff that rings like a bell over Puth, who gets to take a welcome break from his falsetto. The latter track sounds like the work of an award-winning college acapella group; it is the albumís strongest track.
As for the rest? ""Left Right Left,"" a love-ish song that sounds like accidentally holding hands with a coworker, is a ballad that assumes no one will listen to it. If you did, youíd hear Charlie Puth encouraging his romantic interestó""Weíre almost there, baby, one more step""óto bravely overcome the obstacle of Charlie Puth, who is dealing with a set of problems that includes ""walls,"" ""long roads,"" and ""climbing."" There is a classic track in the So Sweet The Neg Will Be Invisible genre (itís called ""Then Thereís You,"" and the chorus goes ""Thereís beautiful and then thereís you""). There is also a series of increasingly unnecessary vows scattered throughout the album: Puth promises to save the day, to never sleep alone, to stay perfectly still when the world is on fire, and then, in ""My Gospel,"" he goes nuclear. ""Iíd stroll into a bank and put a ski mask on and walk out with a million bucks,"" he blusters. ""Then Iíd burn it in a pile out on your front lawn, just to prove it didnít mean that much.""
That lyric couplet has the approximate relationship to joy and meaning as the rest of this album does, generally. Later in the same track, Puth promises to ""carry your body to the top of the tower to kiss your lips at midnight."" What a tempting offer, and a typical one, in which your best case scenario is unconsciousness. Youíd have to be completely sensible to pass."
neg,Nine Track Mind whimpers like a sick kitten.
neg,It feels so fake and forced that it could bring nausea to anyone that happens to walk into whichever mall elevator it is playing on 
neg,"
Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history. Worst album in history."
neg,Every song on this album is worse than See You Again and that's a shit accomplishment. I mean you have to be on another level of shit to be able to do that.
neg,"Absolute dredge. This album just plods, and plods, and plods along. The most exciting segment is when Selena Gomez shows up for a sleepy cameo. This really could have used a shot in the arm and more than just two uptempo tracks. 'Left Right Left' might be some of the most pedestrian writing I've ever heard. A few of these tracks would work better if they weren't surrounded by 7 other tracks that sound identical to it. 
Do yourself a favor and avoid this."
neg,"Ew... very basic, I hoped a lot more from this artist, total dissapointment. I guess at least he tried with that song See You Again, which if is his only good and recognized song, It is sad for a talented person to become a One Hit Wonder :("
neg,"Charlie Puth, the new young talent from New Jersey, was pretty much shoved down our throats by the radio during 2015. His debut album was completely overhyped, and the result is definitely a total disappointment. Nine Track Mind is merely a collection of Meghan Trainor and early 00s-inspired pop/R&B songs--passed as ""vintage""--mostly about obsessive love that sound like one very boring 45-minute-long track. 
Every song on Nine Track Mind can be considered bland radio filler. Nothing really stands out enough to make the listener go ""wow"", and the album gets boring and predictable after the first two tracks. Not a strong debut at all, but this young artist has all the time to come through with the next era and consider this just a ""seasonal buzz album"". Personally speaking, it was a rather boring experience I wouldn't want to repeat. "
neg,"Basic. A total waste of voice and talent, with an album full of mediocre feelings, trying too hard to be ""romantic"" but ends up being ridiculous. Full of balades that tried to be at least romantic, but end up giving tasteless feelings."
pos,"Parachutes, was just terrific. Then came along A Rush of Blood to the Head. That was a complete step up! X&Y was in some people's minds a bit of a downer, but I loved it nevertheless, being a huge fan of their music. Each of their albums have been enjoyable to say the least. All of their songs appeal to all sometimes with their lyrics, the structure, their piano, their guitar riffs, and Chris Martin's crooning little falsetto (which has definitely been left out of Viva La Vida). Viva La Vida is what I simply believe to be their best yet! Frankly, those who did not enjoy their previous albums will probably not like their new work nor their future music. Critics are just harsh.. and are meant to be. But they have millions of fans who have bought, listened, and enjoyed their work. That's all that matters."
pos,"This album is very good. Not quite their best(A Rush of Blood to the Head), but very good. The standout tracks for me include ""viva la vida"", ""chinese sleep chant"", ""strawberry swing"", and ""death and all of his friends""."
pos,"Have you people actually heard the album? Fantastic. I suprised Coldplay kept the streak. In organized fasion. Melodies are amazing. The weakest part of the album are the lyrics. It doesnt quite hit home. The theme is perfect. However, the lyrics arent bold enouogh. Some are actually kinda off. Big fish line in ""Lost!"". Yeah.. But Coldplay was never that great at lyrics. Ive heard this album at least 20 times now. It took me a LONG time to debate if this was better than ""Rush of Blood"". And I think it is for its themes, artwork, and the contribution the band has done to the album, Not to mention the music as well. They managed to change the style in a perfect way. An effort that is quite rare in the music industry. Their greatest album to date. 4. X & Y 3. Parachutes 2. A Rush of Blood to the Head 1. Viva La Vida or Death and All His Friends (Very close to a masterpiece) Good Job Coldplay. "
pos,My favorite of all their work. I think this is the best representation of how much they have grown as a group.
pos,"Viva La Vida has renewed my faith in the band that I loved with Parachutes and AROBTTH, but lost in X&Y. I think most publications and websites are trying to be extra cautious about their rating for Viva La Vida because of overinflated grades given to X&Y. Given some time, I think this album will prove to be a keeper."
pos,"Once again, Coldplay reinvents their sound and moves into a new direction. It's clear that most people don't like change and are not quick to adapt to it. However, in a matter of time, people who expected the same sound from Coldplay that they produced on ""Parachutes"" and ""A Rush of Blood to the Head"" will come to appreciate the new sound. After all, isn't it all about moving forward with something new? Viva La Vida delivers a new frontier for Coldplay just as Revolver did for The Beatles. It's a major step forward, and now the real fun can begin."
pos,"Orchestral arrangements are all over this record, as well as The Arcade Fire's ever-expanding influence. This isn't shocking. Chris Martin admitted at Austin City Limits 2005 (while supporting the lackluster X&Y) that fellow ACL act The Arcade Fire ""inspired"" him to venture outside his normal comfort zone. The result is a much more versatile yet cohesive sound than was found their last record."
neg,Mediocre album. We don't talk anymore is the only song that actually worth it. So sad for Charlie but I think everyone was expecting something truly good. This is pure shit
neg,"This album feels really soulless, unreal, bland and generic. This is just a bad attempt to be a mediocre romantic album. This is the worst album of 2016 by far."
neg,"Awful album. Basic songs, basic voices, basic lyrics. I really doubt someone can give this album praise. It's horrid. Just another One Hit Wonder. The only good song is We Don't Talk Anymore and that's why I'm giving this 1 "
neg,Nine Track Mind is one of the most uninspired albums I have ever heard in my entire life.I don't believe I've heard a record this bad in...well...uhm...I don't believe I've heard a record this bad.
neg,"Mediocre at best, awful lyrics, awful voice, awful production. He has no talent. One of the worst album debut ever. I can't believe some people like it."
neg,"A bad album, builded for a good singer, this is really sad about him, someone who write ""See You Again"" came with this BOMB, state of alarm, this album is really bad"
neg,"If I was him, I'd go back to the studio and make a new album, you might agree that we have no experience to critic but the critics are telling the same thing. And yes, I have listened to the album and it isn't 100% bad. I mean, ""We don't Talk Anymore"" feat. Selena Gomez could be a hit single in US with a radio impact, Tv performances and a gread music video. I think thats the high point he'll get in this Era. Sorry, Charlie Puth but thats not the righ way to release a lead album."
neg,"This album must be what anyone who hates pop music hears when they listen to pop music. It's boring, it's underwritten, it's underwhelmingly produced. These tracks could not get generic enough in their chord structures and their subject matter. It's mediocre, but it's the infuriating type of mediocre. Why did he think it would be a good idea to produce this album ON HIS OWN?"
neg,"BLECH! Someone must have left this on the counter for too long because it's absolutely stale! Amateur, repetitive, I think he was trying to sound like a bigger person than he is. ""Marvin Gaye"" is garbage and is insulting. Worst album in 2016."
neg,"So, we're not even six weeks into the new year, and we already have a strong contender for worst album of 2016. It's gonna be a tough task for anyone else to make a worse album than this pile of dross."
neg,"This was a total cliche . My ears hurt so bad . 

cheesy lyrics 
predictable sound 

ugly , really ugly. 

I think he needs to take a moment and re-think his career . He is going anywhere with an album like this."
neg,"I heard his solo version of See You Again. Apparently, he clearly needs to step up his game: songwriting, singing, appeal and quality. His lyrics are full of basic cliches and his music definitely doesn't have a quality that appeals to people. And his singing, he basically sounds like a homeless beggar trying to get people's attention through entertainment. With his case, it shouldn't be like that. If he can't make a better album than this one, he should just stick with being a producer instead of trying to make a career out of his non-qualifying sense of musical abilities. 

Also, I really thought I was gonna like ""One Call Away"", but NO! It was boring, it was full of clichÈs and he still sounds like a homeless beggar. Charlie, if you're reading this, you better take these as words of motivation so you can make a better album. An album that has REAL quality! No one wants you to stick with obsessive love, basic lyrics and lullaby ballads!!"
pos,"Easily the best Coldplay album I've ever heard. Lost is an amazing track, and this album is definitely worth the money. Go get it!"
pos,"Colplay changes it up a bit after making three successively blander albums, probably due to Brian Eno's involvment. Its a little different from their past stuff, but I would hardly call it experimental. Its their best album yet, though."
pos,"Excellent album, interestingly different from their usuall style."
pos,Great album that you need to listen minimum 3 times to hear how good it really is ! Looking forward tot the concert in Paris & Antwerp.
pos,"I'm 40, not a dad, and think Arcade Fire the most brilliant band this decade. And whilst this album doesn't match the greatness of AF, it has many moments of pure pop bliss. I feel sorry for those who can't find at least some enjoyment within, and for the morons who give it 0 - no doubt without even listening to it - just go put on your no name records and stop wasting our time."
pos,"Coldplay is the best!!! I love the entire album, it has an instrumental music and melodies amazing. Love it!!"
pos,"Most diverse album yet. Explores elements of Life and Death while shifting from light to dark every other song. The questions Martin raised throughout the album about afterlife is confirmed when the album dies (DEATH and All His Friends) and is resurrected with The Escapist which borrows the beginning of the first track (LIFE in Technicolor). Truly an art form in the conceptual sense and a masterpiece in the musical sense, even if it does deface itself (album art)."
pos,"After the disappointing X&Y this was a remarkable return to form for Coldplay. 'Viva la Vida', 'Lovers in Japan' and 'Strawberry Swing' are absolute classics. Because they are arguably now the biggest band in the world, people are quick to criticise anything they release. But make no mistake, this is a quality album, not one bad song on it."
pos,"Ok, so, first off, you need to know, that this is, by far, Coldplay's best effort by far, suffice to say that it is one of their best albums. if you didn't like their previous efforts, you won't like this one. But, its definitely worth a listen, for any rock fan. Give them a chance, its an album that will stick with you."
pos,"This is a very good album. There are few misfires, but many of the tracks are excellent."
pos,"I would die to hear Bono belting out Martin's very genius yet very U2-esque melodies. After a few listens, I would say that this is a spectacular album, although a grand departure from Parachutes and ROBTH (and we should never speak of X&Y again). But Coldplay is still at the top of their game, and nearly everyone else's game for that matter. Early standouts: the vaguely Japanese ""Strawberry Swing,"" the haunting ""Cemeteries of London,"" and ""Yes,"" where Chris Martin sings at a low octive among ARABIC VIOLINS--double the unprecedentedness! This album isn't a masterpiece, but it's a very satisfying addition to the Coldplay anthology. Viva Coldplay!"
pos,"I really like this album, more than X+Y, maybe even more than A rush of blood... Lovers in Japan and Lost were standout tracks, the title track is great. The first single, Violet Hill, is the least impressive song on the album but still not bad. Brian Eno's producing has a profound effect on this album. Change has definitely been good to Coldplay."
pos,Brilliant and a new direction for an already talented band.
pos,"Few artists have evolved like Coldplay, and this new album is a prime example of what the boys can do when they're not hounded by a record label. It doesn't seem like Coldplay's trying to please everyone on the new album - it seems like they made a ""We Don't Give a Damn!"" album, and it works. Aside from the low points found in ""Violet Hill"" and ""Chinese Sleep Chant"", the rest of the album is as solid as they come. The album gives off an aura of greatness, and it's about time it stopped being uncool to be a Coldplay fan. All hail Coldplay."
pos,"Bolder than anything else Coldplay has made but not completely different. This album does confirm that they actually know how to play instruments better than beginners. ""Yes!"" is a song to check out if you want to see their new musical direction. ""Lost"" is solid too."
pos,"Stand out tracks for me were Violet Hill, Yes, and 42. Cemeteries of London and Lovers in Japan sounded too U2-ish to me, especially the latter, but I guess that's what you get when you have Brian Eno producing. They still have yet to beat A Rush of Blood to the Head in my eyes, but this is still a good listen.
"
pos,"It's pretty amazing that Uncut, the same publication that gave the unbelievably shitty X&Y a 90, gave this album 60. One person below said they believed the critics were being careful with their ratings for this album because of all the rash 90's and 100's given to X&Y upon its release and I think that is exactly right. This is a much better offering and might even turn out to be their best album to date. "
neg,"I've heard the whole album, and I find it repetitive, the lyrics aren't good enough, so plastic, it is very boring, so I guess that my ears are bleeding, so sad."
neg,"After the 'Good Girl Gone Bad' era, I was expecting a huge record from Rihanna. Rated R was a letdown. The ballads are sappy and seemed to be pulled from Celine Dions reject pile. Not good at all."
neg,"Rated R' is a letdown from GGGB. There is too much filler and it sounds like she's trying to hard to convey the ""dark"" pop star role. However, she's at her best in the Caribbean inspired 'Rude Boy'"
neg,"Yawn....Wasn't expecting such degrading effort from RIhanna. After the gem she dropped in 2007, we get a sub-par effort. No bangers like umbrella to be found here! ordinary effort! poor!"
neg,"Very boring - you've heard it all before. Nothing catchy and undeniable. Strange, but the only good songs, ""Fire Bomb"" and ""The Last Song"", are both produced by Brian Kennedy and are both pop-sad. Probably because sadness is the same for sweet girl Rihanna and her Rated R version."
neg,Awful and overrated album.
neg,"She gets beaten one time and now she talks about Russian roulette. She's really gonna play off of this, not to mention many critics are talking about this. It's absolutely ridiculous. We get it she's been through rough times(like the rest of the world), she's not a girl...WE GET IT! Anyway, I can respect she's trying to change and go different directions but the music still isn't good, it just isn't. I've heard all this before, not original."
neg,"Few R&B artists are able to tackle an edgier sound with much success. Like most of them, Rihanna fails. Her emotional year is reflected in a set of disjointed songs that absent the physical abuse scandal would lack oomph. There's barely a likable track on the record and I don't expect any of these songs to top the charts."
neg,"Aside from a couple songs, this is pretty boring with songs like Stupid In Love, Rockstar 101, Wait Your Turn. Not her best. My favorite is Te Amo & Firebomb"
pos,"The album was good aside from the double tracks, which was a bad idea. I would probably say this was their third best album of the four."
pos,I can't stop listening to it its beautiful and moving I haven't been a coldplay fan since Parachutes.
pos,Best album yet. Brilliant song writing and performance.
pos,"This is proof that Coldplay are worth the hype and the fame. The album is adventurous, experimental, and emotional. It's nice to hear an album of songs that take you on a journey. I think they are one album away from making an actual classic."
pos,"This is, honestly, one of the best albums that I have ever listened to. The first track goes perfectly with the last track with the sort of synthy sound and coming back with that at the end of the album. It gave me goosebumps. Then, Viva la Vida is one of my favorite songs of all time. Violet Hill and Cemeteries of London also bring dimensions of Coldplay in which has not really been seen before in other albums, but is still fantastic. The Chinese Sleep Chant after Yes is a song that mesmorizes and is a wonderful addition. While this does sound U2'ish, that is not a bad thing. U2 is one of the most established bands of all time and to say that it sounds like U2 is a compliment more than anything else. "
pos,"I till don't get why everyone hates coldplay all of a sudden is it because it's unfashionable to like great music. I think that this record is one of the best of 2008 and anyone who disagrees is obviously not listening properly.
"
pos,"Amazing a rare album , youll never hear in years , instant classiic, anyone should get their hands on.. Its like an artwork wherein first you say okay.. then the more you visit it the more you start appreciating it until youve completely fallen in love with it. Coldplay have never been more consistent as a band ! All their albums are amazing keep it up!!! Although AROBTTH is still a contender also is X&Y.....THe new BEATLES they are."
pos,"A truly remarkable album that shows Coldplay as one of the best experimental rock bands out there.

This is probably their finest hour yet. Coldplay has crafted a wholesome album that sounds uniform yet entirely unique from their previous sound.

What each listener gets is not just a good collection but a musical journey that sonically varies from song to song creating a beautiful experience. There's no real tale because the concept is to take one on an adventure. Chris Martin probably has poured himself out the most on this album, spinning tales of war, love, and pain. On the title track, Martin describes himself as a king in his past life over a background that sounds like the theme music for the appearance of a celestial body. Violet Hill features shredding guitar riffs against the piano and Martin's megaphone-like verses.

But even some of those verses really stop Viva La Vida from becoming a classic. As much as the sound is sonic majesty, Chris Martin seems at a loss for words and at times weak against the superior background. His topical interests are as Paste Magazine says it, vague.

Take out all of that and you have one of the greatest 47-minute musical experiences of a lifetime. However, there is no doubt that Viva La Vida is far away from becoming the definitive Coldplay album."
pos,"Viva la Vida is a paradox, a collection of catchy yet graceful, deep yet entertaining, thoroughly enjoyable yet mentally stimulating songs that elevates Coldplay even higher into the titans of alternative rock. The title song is one of my all-time favorites; it along with the harder-sounding Violet Hill and the flowing, graceful all-instrumental Life in Technicolor make up the best of the album."
pos,"A great album, full of surprises. You can feel yourself in french revolution once more. It has a nice sense of continuation and a lot of experimentation"
neg,"""Very boring - you've heard it all before. Nothing catchy and undeniable. Strange, but the only good songs, ""Fire Bomb"" and ""The Last Song"", are both produced by Brian Kennedy and are both pop-sad. Probably because sadness is the same for sweet girl Rihanna and her Rated R version."" completely agree with you"
neg,"Not a good album at all. I only like 1 song, which is 'Rude Boy' I'm a Rih fan, but no there are no hits on this... I prefer LOUD though. Songs like Stupid In Love, Photographs and the other slow songs are a borefest."
neg,"Rated R' could of been good. It's just very boring and no excitement that I expected it would be... Her vocals have improved though, but more work is needed."
neg,"Boring album with sappy ballads. Rihanna is not able to evoke the emotions that is required for some of the songs, instead it comes off as sappy and bland."
pos,"Whenever music acts trying anything new, they often fail. Where X&Y failed in its ambitions, Viva La Vida triumphs gloriously!! This is Coldplay's greatest album!! X&Y reeked of U2 and had an unmemorable second half, but Viva La Vida is original and memorable all the way through. Chris Martin and his fellow band members have proved themselves talented once again, this time away from the extreme commercialism of X&Y!!! I really want Mylo Xyloto to be good!"
pos,"Viva la Vida could be the most ambitious and impressive Coldplay album. Tracks such as Viva la Vida, Violet Hill, Yes, Lovers in Japan, 42, and Life in Technicolor prove that Coldplay can be new and inventive while still staying true to their previous records."
pos,"Album number 4 from Coldplay came with the band at a sort of crossroads. Its predeccessor, X&Y was decent in parts but overall felt bloated and sounded like a band who had gotten lost in their own enormity. ""Viva La Vida....."" is a huge improvement and for me this was one of the albums of 2008. Looking back, it also ranks as a career highlight. Coldplay show signs of experimentation for the first time really here (Brian Eno's influence is obvious on it). The results elevate them to the level of the likes of their heroes U2. The songs are strong throughout, the production is top class without being suffocating as it was on X&Y and on some of the material the band have released since. The ideas that are explored are genuinely exciting. This record reignited my interest in Coldplay and proved, as U2 have time and time again, that just because your songs are really radio friendly doesn't mean your not a credible artist. Superb effort. "
pos,"Perfection: one of the best albums released in the past few years. Coldplay teamed up with Brian Eno and came out with something they have never showed us before. An album with a story-like feeling, left in the dark, slowly transitioning to the light. Brilliant."
pos,"Hearing most of these songs live makes it ten times larger than life. You never forget a Coldplay concert, that's for sure. Especially one advertising some of their best songs yet."
pos,"For the most part, It's a pretty solid album. There are a few songs I didn't care for but the songs I liked I thought were great. Plenty of instant Coldplay classics on this album - Viva La Vida, Violet Hill, so on so forth. It's well worth listening to if you are a Coldplay fan."
pos,"Also I've only got three single songs that are a 10 for me, the album is really fantastic. One of the best in my iTunes library and also Coldplay's best work yet. Their music is a work of art and so is this album. Chilling, diversified and also airplay capable. Very nice job!"
pos,"this is simply the best album of coldplay , i really really love the songs, it's lyrically thrilling and the music just amazing,. viva la vida is the song that made me love this band and discover their music, i can't get enough of this album, every single song is beautifull in every single way, long live the king (coldplay)"
